id,major,number,title,SBC,cmp,section,credit,date,startTime,endTime,instructor
56040,CSE,475,Undergrad Teaching Practicum,EXP+,TUT,T93,3,APPT,1:00 AM,1:00 AM,Antonino Mione
56041,CSE,475,Undergrad Teaching Practicum,EXP+,TUT,T95,3,APPT,1:00 AM,1:00 AM,Chi Him Wong
56090,CSE,475,Undergrad Teaching Practicum,EXP+,TUT,T96,3,APPT,1:00 AM,1:00 AM,AMOS OMONDI
55904,CSE,487,Research in Computer Science,,TUT,T90,0 to 6,APPT,1:00 AM,1:00 AM,Arthur Lee
55909,CSE,487,Research in Computer Science,,TUT,T91,0 to 6,APPT,1:00 AM,1:00 AM,Jihoon Ryoo
55910,CSE,487,Research in Computer Science,,TUT,T92,0 to 6,APPT,1:00 AM,1:00 AM,Antonino Mione
55916,CSE,487,Research in Computer Science,,TUT,T93,0 to 6,APPT,1:00 AM,1:00 AM,Chi Him Wong
55917,CSE,487,Research in Computer Science,,TUT,T94,0 to 6,APPT,1:00 AM,1:00 AM,Byungkon Kang
55918,CSE,487,Research in Computer Science,,TUT,T95,0 to 6,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55919,CSE,487,Research in Computer Science,,TUT,T96,0 to 6,APPT,1:00 AM,1:00 AM,Alexander Kuhn
55850,CSE,522,Special Project in Computer Sc,,TUT,T92,3,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55853,CSE,522,Special Project in Computer Sc,,TUT,T95,3,APPT,1:00 AM,1:00 AM,Arthur Lee
55855,CSE,523,Advanced Project in Computer S,,TUT,T92,3,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55858,CSE,523,Advanced Project in Computer S,,TUT,T95,3,APPT,1:00 AM,1:00 AM,Arthur Lee
55860,CSE,524,Advanced Project in Computer S,,TUT,T92,3,APPT,1:00 AM,1:00 AM,YoungMin Kwon
55863,CSE,524,Advanced Project in Computer S,,TUT,T95,3,APPT,1:00 AM,1:00 AM,Arthur Lee
55924,CSE,532,Theory of Database Systems,,LEC,90,3,TUTH,2:00 PM,3:20 PM,Arthur Lee
55994,CSE,540,Theory of Computation,,LEC,90,3,MW,10:30 AM,11:50 AM,Seung Soo Park
56185,CSE,548,Analysis of Algorithms,,LEC,90,3,TUTH,3:30 PM,4:50 PM,Chi Him Wong
